503859.962,7518152.486,594.947
503857.282,7518156.707,594.95
503854.602,7518160.928,594.95
503851.922,7518165.149,594.951
503849.242,7518169.37,594.956
503846.562,7518173.591,594.961
503843.882,7518177.812,594.966
503841.202,7518182.033,594.97
503838.522,7518186.254,594.971
503835.842,7518190.475,594.971
503833.161,7518194.696,594.977
503830.481,7518198.917,594.983
503827.801,7518203.138,594.989
503825.121,7518207.359,595.063
503822.441,7518211.58,595.201
503819.761,7518215.801,595.339
503817.081,7518220.022,595.45
503814.401,7518224.243,595.571
503811.721,7518228.464,595.72
503809.041,7518232.685,595.885
503806.36,7518236.906,596.05
503803.68,7518241.127,596.215
503801,7518245.348,596.38
503798.32,7518249.569,596.545
503795.64,7518253.79,596.711
503792.96,7518258.011,596.877
503790.28,7518262.232,597.043
503787.6,7518266.453,597.209
503784.92,7518270.674,597.375
503782.24,7518274.895,597.541
503779.559,7518279.116,597.708
503776.879,7518283.337,597.874
503774.199,7518287.558,598.04
503771.519,7518291.779,598.206
503768.839,7518296,598.372
503766.159,7518300.222,598.538
503763.479,7518304.443,598.705
503760.799,7518308.664,598.871
503758.119,7518312.885,599.037
503755.439,7518317.106,599.203
503752.758,7518321.327,599.369
503750.078,7518325.548,599.535
503747.398,7518329.769,599.702
503744.718,7518333.99,599.868
503742.038,7518338.211,599.986
503739.358,7518342.432,599.988
503736.678,7518346.653,599.99
503733.998,7518350.874,599.993
503731.318,7518355.095,599.993
503728.638,7518359.316,599.994
503725.958,7518363.537,599.994
503723.277,7518367.758,599.993
503720.597,7518371.979,599.992
503717.917,7518376.2,599.992
503715.237,7518380.421,599.994
503712.557,7518384.642,599.995
503709.877,7518388.863,599.997
503707.197,7518393.084,599.999
503704.517,7518397.305,600.124
503701.837,7518401.526,600.344
503699.157,7518405.747,600.563
503696.476,7518409.968,600.782
503693.796,7518414.189,601.002
503691.116,7518418.41,601.221
503688.436,7518422.631,601.441
503685.756,7518426.852,601.66
503683.076,7518431.073,601.88
503680.396,7518435.294,602.099
503677.716,7518439.515,602.318
503675.036,7518443.736,602.538
503672.356,7518447.957,602.759
503669.675,7518452.179,602.984
503666.995,7518456.4,603.209
503664.315,7518460.621,603.434
503661.635,7518464.842,603.659
503658.955,7518469.063,603.884
503656.275,7518473.284,604.109
503653.595,7518477.505,604.334
503650.915,7518481.726,604.559
503648.235,7518485.947,604.783
503645.555,7518490.168,605
