TIMESTAMP,AtmPressure,freq,thermRes,Temperature,Pressure
2023/06/01 00:00:00 	,944.0,1591.205,22020.361,-15.197128827145661,2388.121721593387
2023/06/01 00:30:00 	,943.7,0.0,22021.011,-15.197654364001266,3901.50963369
2023/06/01 01:00:00 	,943.5,1472.592,22020.554,-15.197284872971522,2608.1818343582327
2023/06/01 01:30:00 	,943.4,395.298,22019.531,-15.19645773185789,3809.449678296873
2023/06/01 02:00:00 	,943.4,1761.436,22020.015,-15.196849072779628,2040.5963168059109
2023/06/01 02:30:00 	,943.1,2241.134,22021.55,-15.198090142212607,854.1890338979575
2023/06/01 03:00:00 	,943.0,674.724,22021.025,-15.197665683066361,3632.8089448727274
2023/06/01 03:30:00 	,942.8,0.0,22019.724,-15.19661378424314,3901.50963819
2023/06/01 04:00:00 	,942.9,413.179,22021.039,-15.197677002123328,3800.9238821427903
2023/06/01 04:30:00 	,943.1,494.36,22020.609,-15.197329341710088,3757.4498896383075
2023/06/01 05:00:00 	,943.1,2136.707,22020.304,-15.197082740781013,1139.0911195732745
2023/06/01 05:30:00 	,943.2,2382.755,22020.429,-15.197183807196154,443.4684570746543
2023/06/01 06:00:00 	,943.3,1874.089,22021.273,-15.19786619088842,1789.7617468989251
2023/06/01 06:30:00 	,943.5,2689.6,22022.283,-15.198682749154216,-545.158894916258
2023/06/01 07:00:00 	,943.8,1118.302,22020.47,-15.197216956840975,3159.7858244456306
2023/06/01 07:30:00 	,943.9,1055.479,22017.318,-15.194668276055495,3241.330086757821
2023/06/01 08:00:00 	,944.0,1789.927,22017.373,-15.194712752082467,1978.7391288322772
2023/06/01 08:30:00 	,944.4,0.0,22016.101,-15.193684111173354,3901.50963019
2023/06/01 09:00:00 	,944.7,1950.025,22016.736,-15.194197631232043,1611.1771023882852
2023/06/01 09:30:00 	,944.4,332.593,22018.755,-15.195830272674868,3836.357853467145
2023/06/01 10:00:00 	,944.2,1909.494,22018.023,-15.195238368471848,1707.4551847109544
2023/06/01 10:30:00 	,943.9,720.262,22017.58,-15.194880142564386,3595.1961017508615
2023/06/01 11:00:00 	,943.7,2796.53,22016.64,-15.19411999776321,-922.3202813387286
2023/06/01 11:30:00 	,943.6,2075.791,22018.535,-15.195652380275533,1298.3466484827577
2023/06/01 12:00:00 	,943.4,905.99,22016.322,-15.193862834201525,3415.960438728568
2023/06/01 12:30:00 	,943.1,637.054,22017.912,-15.195148610590536,3662.047042412326
2023/06/01 13:30:00 	,942.6,485.42,22017.953,-15.195181764461324,3762.620580385558
2023/06/01 14:00:00 	,942.3,2213.239,22016.75,-15.194208952748113,931.7730981052911
2023/06/01 14:30:00 	,942.0,1652.598,22018.382,-15.195528663029279,2267.124224127422
2023/06/01 15:00:00 	,942.0,1802.921,22016.488,-15.193997077332256,1950.1732236808373
2023/06/01 15:30:00 	,942.1,323.772,22016.294,-15.193840190670642,3839.770125980079
2023/06/01 16:00:00 	,942.2,397.562,22018.105,-15.195304675771865,3808.3911257809655
