503404.957,7517898.162,613.229
503409.206,7517895.527,612.690
503413.455,7517892.891,612.545
503417.704,7517890.255,613.312
503421.952,7517887.619,615.309
503426.201,7517884.983,615.555
503430.450,7517882.347,615.752
503434.699,7517879.711,616.055
503438.948,7517877.075,615.344
503443.196,7517874.439,615.069
503447.445,7517871.803,615.266
503451.694,7517869.167,615.632
503455.943,7517866.532,615.661
503460.191,7517863.896,615.787
503464.440,7517861.260,615.940
503468.689,7517858.624,617.756
503472.938,7517855.988,619.469
503477.186,7517853.352,619.115
503481.435,7517850.716,619.325
503485.684,7517848.080,622.133
503489.933,7517845.444,622.803
503494.181,7517842.808,622.969
503498.430,7517840.173,623.633
503502.679,7517837.537,626.323
503506.928,7517834.901,629.270
503511.177,7517832.265,629.267
503515.425,7517829.629,629.146
503519.674,7517826.993,629.587
503523.923,7517824.357,632.396
503528.172,7517821.721,635.115
503532.420,7517819.085,636.000
503536.669,7517816.449,636.000
503540.918,7517813.813,636.000
503545.167,7517811.178,638.368
503549.415,7517808.542,640.041
503553.664,7517805.906,640.000
503557.913,7517803.270,640.000
503562.162,7517800.634,640.318
503566.411,7517797.998,642.628
503566.957,7517797.659,642.983
